+-------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+--------+-----------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM    |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  | METHOD |                         URI                         |
|     1 | 0.031 | 0.031 |    0.031 | 0.031 | 0.031 | 0.031 | 0.031 |  0.000 |   1333.000 |   1333.000 |      1333.000 |   1333.000 | GET    | /profile/aihara_stmaria                             |
|     1 | 0.031 | 0.031 |    0.031 | 0.031 | 0.031 | 0.031 | 0.031 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/taki_yukiya                                |
|     1 | 0.033 | 0.033 |    0.033 | 0.033 | 0.033 | 0.033 | 0.033 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/takei_mitsuhiro                            |
|     1 | 0.034 | 0.034 |    0.034 | 0.034 | 0.034 | 0.034 | 0.034 |  0.000 |   1330.000 |   1330.000 |      1330.000 |   1330.000 | GET    | /profile/kiuchi_kadue                               |
|     1 | 0.035 | 0.035 |    0.035 | 0.035 | 0.035 | 0.035 | 0.035 |  0.000 |   1117.000 |   1117.000 |      1117.000 |   1117.000 | GET    | /channel/3625                                       |
|     1 | 0.035 | 0.035 |    0.035 | 0.035 | 0.035 | 0.035 | 0.035 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/sawada_sanma                               |
|     1 | 0.037 | 0.037 |    0.037 | 0.037 | 0.037 | 0.037 | 0.037 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/oomori_teppei                              |
|     1 | 0.037 | 0.037 |    0.037 | 0.037 | 0.037 | 0.037 | 0.037 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/yoneya_nana                                |
|     1 | 0.037 | 0.037 |    0.037 | 0.037 | 0.037 | 0.037 | 0.037 |  0.000 |   1104.000 |   1104.000 |      1104.000 |   1104.000 | GET    | /channel/3683                                       |
|     1 | 0.038 | 0.038 |    0.038 | 0.038 | 0.038 | 0.038 | 0.038 |  0.000 |   1118.000 |   1118.000 |      1118.000 |   1118.000 | GET    | /channel/3665                                       |
|     1 | 0.038 | 0.038 |    0.038 | 0.038 | 0.038 | 0.038 | 0.038 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/kajiwara_shidou                            |
|     1 | 0.039 | 0.039 |    0.039 | 0.039 | 0.039 | 0.039 | 0.039 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/takemoto_satoshi                           |
|     1 | 0.039 | 0.039 |    0.039 | 0.039 | 0.039 | 0.039 | 0.039 |  0.000 |   1319.000 |   1319.000 |      1319.000 |   1319.000 | GET    | /profile/yamazaki_ken                               |
|     1 | 0.039 | 0.039 |    0.039 | 0.039 | 0.039 | 0.039 | 0.039 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/kubota_reina                               |
|     1 | 0.040 | 0.040 |    0.040 | 0.040 | 0.040 | 0.040 | 0.040 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/murakami_sawa                              |
|     1 | 0.040 | 0.040 |    0.040 | 0.040 | 0.040 | 0.040 | 0.040 |  0.000 |   1110.000 |   1110.000 |      1110.000 |   1110.000 | GET    | /channel/3664                                       |
|     1 | 0.041 | 0.041 |    0.041 | 0.041 | 0.041 | 0.041 | 0.041 |  0.000 |   1319.000 |   1319.000 |      1319.000 |   1319.000 | GET    | /profile/moriya_saki                                |
|     1 | 0.041 | 0.041 |    0.041 | 0.041 | 0.041 | 0.041 | 0.041 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/mutou_natsumi                              |
|     1 | 0.042 | 0.042 |    0.042 | 0.042 | 0.042 | 0.042 | 0.042 |  0.000 |   1106.000 |   1106.000 |      1106.000 |   1106.000 | GET    | /channel/3663                                       |
|     1 | 0.042 | 0.042 |    0.042 | 0.042 | 0.042 | 0.042 | 0.042 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/ikegami_keiji                              |
|     1 | 0.042 | 0.042 |    0.042 | 0.042 | 0.042 | 0.042 | 0.042 |  0.000 |   1113.000 |   1113.000 |      1113.000 |   1113.000 | GET    | /channel/3693                                       |
|     1 | 0.043 | 0.043 |    0.043 | 0.043 | 0.043 | 0.043 | 0.043 |  0.000 |   1335.000 |   1335.000 |      1335.000 |   1335.000 | GET    | /profile/katsurayama_mayuko                         |
|     1 | 0.045 | 0.045 |    0.045 | 0.045 | 0.045 | 0.045 | 0.045 |  0.000 |   1111.000 |   1111.000 |      1111.000 |   1111.000 | GET    | /channel/3686                                       |
|     1 | 0.045 | 0.045 |    0.045 | 0.045 | 0.045 | 0.045 | 0.045 |  0.000 |   1109.000 |   1109.000 |      1109.000 |   1109.000 | GET    | /channel/3684                                       |
|     1 | 0.045 | 0.045 |    0.045 | 0.045 | 0.045 | 0.045 | 0.045 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/kojima_tsutomu                             |
|     1 | 0.047 | 0.047 |    0.047 | 0.047 | 0.047 | 0.047 | 0.047 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/tamada_haruka                              |
|     1 | 0.047 | 0.047 |    0.047 | 0.047 | 0.047 | 0.047 | 0.047 |  0.000 |   1116.000 |   1116.000 |      1116.000 |   1116.000 | GET    | /channel/3630                                       |
|     1 | 0.048 | 0.048 |    0.048 | 0.048 | 0.048 | 0.048 | 0.048 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/nozawa_miho                                |
|     2 | 0.028 | 0.048 |    0.076 | 0.038 | 0.028 | 0.028 | 0.028 |  0.010 |   1108.000 |   1109.000 |      2217.000 |   1108.500 | GET    | /channel/3636                                       |
|     1 | 0.048 | 0.048 |    0.048 | 0.048 | 0.048 | 0.048 | 0.048 |  0.000 |   1318.000 |   1318.000 |      1318.000 |   1318.000 | GET    | /profile/hidaka_ai                                  |
|     1 | 0.049 | 0.049 |    0.049 | 0.049 | 0.049 | 0.049 | 0.049 |  0.000 |   1103.000 |   1103.000 |      1103.000 |   1103.000 | GET    | /channel/3681                                       |
|     2 | 0.030 | 0.050 |    0.080 | 0.040 | 0.030 | 0.030 | 0.030 |  0.010 |   1110.000 |   1113.000 |      2223.000 |   1111.500 | GET    | /channel/3662                                       |
|     1 | 0.050 | 0.050 |    0.050 | 0.050 | 0.050 | 0.050 | 0.050 |  0.000 |   1113.000 |   1113.000 |      1113.000 |   1113.000 | GET    | /channel/3668                                       |
|     1 | 0.051 | 0.051 |    0.051 | 0.051 | 0.051 | 0.051 | 0.051 |  0.000 |   1109.000 |   1109.000 |      1109.000 |   1109.000 | GET    | /channel/3617                                       |
|     1 | 0.051 | 0.051 |    0.051 | 0.051 | 0.051 | 0.051 | 0.051 |  0.000 |   1105.000 |   1105.000 |      1105.000 |   1105.000 | GET    | /channel/3640                                       |
|     1 | 0.051 | 0.051 |    0.051 | 0.051 | 0.051 | 0.051 | 0.051 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/shimura_chiemi                             |
|     1 | 0.052 | 0.052 |    0.052 | 0.052 | 0.052 | 0.052 | 0.052 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/iwanaga_shiori                             |
|     1 | 0.055 | 0.055 |    0.055 | 0.055 | 0.055 | 0.055 | 0.055 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/shinoda_kogan                              |
|     1 | 0.055 | 0.055 |    0.055 | 0.055 | 0.055 | 0.055 | 0.055 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/haraguchi_aoi                              |
|     1 | 0.055 | 0.055 |    0.055 | 0.055 | 0.055 | 0.055 | 0.055 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/imaizumi_subaru                            |
|     1 | 0.057 | 0.057 |    0.057 | 0.057 | 0.057 | 0.057 | 0.057 |  0.000 |   1322.000 |   1322.000 |      1322.000 |   1322.000 | GET    | /profile/hisano_rina                                |
|     1 | 0.057 | 0.057 |    0.057 | 0.057 | 0.057 | 0.057 | 0.057 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/hiraoka_sawa                               |
|     1 | 0.058 | 0.058 |    0.058 | 0.058 | 0.058 | 0.058 | 0.058 |  0.000 |   1111.000 |   1111.000 |      1111.000 |   1111.000 | GET    | /channel/3655                                       |
|     1 | 0.058 | 0.058 |    0.058 | 0.058 | 0.058 | 0.058 | 0.058 |  0.000 |   1333.000 |   1333.000 |      1333.000 |   1333.000 | GET    | /profile/kikawada_shouta                            |
|     1 | 0.059 | 0.059 |    0.059 | 0.059 | 0.059 | 0.059 | 0.059 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/murai_emiko                                |
|    10 | 0.001 | 0.063 |    0.293 | 0.029 | 0.001 | 0.019 | 0.063 |  0.024 |  52320.000 |  52335.000 |    523258.000 |  52325.800 | GET    | /icons/default.png                                  |
|     1 | 0.065 | 0.065 |    0.065 | 0.065 | 0.065 | 0.065 | 0.065 |  0.000 |   1331.000 |   1331.000 |      1331.000 |   1331.000 | GET    | /profile/yokoyama_masayuki                          |
|     1 | 0.066 | 0.066 |    0.066 | 0.066 | 0.066 | 0.066 | 0.066 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/nozaki_masayo                              |
|     1 | 0.067 | 0.067 |    0.067 | 0.067 | 0.067 | 0.067 | 0.067 |  0.000 |   1319.000 |   1319.000 |      1319.000 |   1319.000 | GET    | /profile/shirota_ryou                               |
|     1 | 0.067 | 0.067 |    0.067 | 0.067 | 0.067 | 0.067 | 0.067 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/yanagisawa_ken                             |
|     1 | 0.069 | 0.069 |    0.069 | 0.069 | 0.069 | 0.069 | 0.069 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/aizawa_hiroyuki                            |
|     1 | 0.072 | 0.072 |    0.072 | 0.072 | 0.072 | 0.072 | 0.072 |  0.000 |   1100.000 |   1100.000 |      1100.000 |   1100.000 | GET    | /channel/8                                          |
|     1 | 0.075 | 0.075 |    0.075 | 0.075 | 0.075 | 0.075 | 0.075 |  0.000 |   1100.000 |   1100.000 |      1100.000 |   1100.000 | GET    | /channel/7                                          |
|     1 | 0.075 | 0.075 |    0.075 | 0.075 | 0.075 | 0.075 | 0.075 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/yanagihara_yuu                             |
|     1 | 0.077 | 0.077 |    0.077 | 0.077 | 0.077 | 0.077 | 0.077 |  0.000 |   1108.000 |   1108.000 |      1108.000 |   1108.000 | GET    | /channel/3641                                       |
|     1 | 0.078 | 0.078 |    0.078 | 0.078 | 0.078 | 0.078 | 0.078 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/honnyama_rena                              |
|     1 | 0.079 | 0.079 |    0.079 | 0.079 | 0.079 | 0.079 | 0.079 |  0.000 |   1331.000 |   1331.000 |      1331.000 |   1331.000 | GET    | /profile/umemoto_natsuki                            |
|     1 | 0.079 | 0.079 |    0.079 | 0.079 | 0.079 | 0.079 | 0.079 |  0.000 |   1112.000 |   1112.000 |      1112.000 |   1112.000 | GET    | /channel/3666                                       |
|     1 | 0.080 | 0.080 |    0.080 | 0.080 | 0.080 | 0.080 | 0.080 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/yokota_nana                                |
|     1 | 0.080 | 0.080 |    0.080 | 0.080 | 0.080 | 0.080 | 0.080 |  0.000 |   1322.000 |   1322.000 |      1322.000 |   1322.000 | GET    | /profile/ima_masaya                                 |
|     1 | 0.081 | 0.081 |    0.081 | 0.081 | 0.081 | 0.081 | 0.081 |  0.000 |   1319.000 |   1319.000 |      1319.000 |   1319.000 | GET    | /profile/oonishi_ryou                               |
|     1 | 0.083 | 0.083 |    0.083 | 0.083 | 0.083 | 0.083 | 0.083 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/asami_rina                                 |
|     1 | 0.084 | 0.084 |    0.084 | 0.084 | 0.084 | 0.084 | 0.084 |  0.000 |   1116.000 |   1116.000 |      1116.000 |   1116.000 | GET    | /channel/3700                                       |
|     1 | 0.085 | 0.085 |    0.085 | 0.085 | 0.085 | 0.085 | 0.085 |  0.000 |   1332.000 |   1332.000 |      1332.000 |   1332.000 | GET    | /profile/maruyama_kimimaro                          |
|     5 | 0.001 | 0.085 |    0.089 | 0.018 | 0.000 | 0.001 | 0.002 |  0.034 |   1137.000 |   1330.000 |      6265.000 |   1253.000 | GET    | /profile/udagawa_hanako                             |
|     1 | 0.086 | 0.086 |    0.086 | 0.086 | 0.086 | 0.086 | 0.086 |  0.000 |   1326.000 |   1326.000 |      1326.000 |   1326.000 | GET    | /profile/sekine_manami                              |
|     1 | 0.092 | 0.092 |    0.092 | 0.092 | 0.092 | 0.092 | 0.092 |  0.000 |   1330.000 |   1330.000 |      1330.000 |   1330.000 | GET    | /profile/konndou_kurumi                             |
|     1 | 0.092 | 0.092 |    0.092 | 0.092 | 0.092 | 0.092 | 0.092 |  0.000 |   1108.000 |   1108.000 |      1108.000 |   1108.000 | GET    | /channel/3618                                       |
|     1 | 0.094 | 0.094 |    0.094 | 0.094 | 0.094 | 0.094 | 0.094 |  0.000 |   1117.000 |   1117.000 |      1117.000 |   1117.000 | GET    | /channel/3626                                       |
|     1 | 0.094 | 0.094 |    0.094 | 0.094 | 0.094 | 0.094 | 0.094 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/takei_kouji                                |
|     1 | 0.095 | 0.095 |    0.095 | 0.095 | 0.095 | 0.095 | 0.095 |  0.000 |   1117.000 |   1117.000 |      1117.000 |   1117.000 | GET    | /channel/3671                                       |
|     1 | 0.096 | 0.096 |    0.096 | 0.096 | 0.096 | 0.096 | 0.096 |  0.000 |      0.000 |      0.000 |         0.000 |      0.000 | GET    | /initialize                                         |
|     2 | 0.098 | 0.099 |    0.197 | 0.099 | 0.098 | 0.098 | 0.098 |  0.001 |   1325.000 |   1325.000 |      2650.000 |   1325.000 | GET    | /profile/ohara_miduki                               |
|     1 | 0.102 | 0.102 |    0.102 | 0.102 | 0.102 | 0.102 | 0.102 |  0.000 |   1325.000 |   1325.000 |      1325.000 |   1325.000 | GET    | /profile/isomura_noriko                             |
|     1 | 0.103 | 0.103 |    0.103 | 0.103 | 0.103 | 0.103 | 0.103 |  0.000 |   1338.000 |   1338.000 |      1338.000 |   1338.000 | GET    | /profile/okumura_shinnosuke                         |
|     2 | 0.094 | 0.103 |    0.197 | 0.099 | 0.094 | 0.094 | 0.094 |  0.004 |   1099.000 |   1099.000 |      2198.000 |   1099.000 | GET    | /channel/3                                          |
|     2 | 0.064 | 0.104 |    0.168 | 0.084 | 0.064 | 0.064 | 0.064 |  0.020 |   1107.000 |   1114.000 |      2221.000 |   1110.500 | GET    | /channel/3661                                       |
|     1 | 0.105 | 0.105 |    0.105 | 0.105 | 0.105 | 0.105 | 0.105 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/asada_tetsuji                              |
|     1 | 0.105 | 0.105 |    0.105 | 0.105 | 0.105 | 0.105 | 0.105 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/moriwaki_ikuji                             |
|     1 | 0.105 | 0.105 |    0.105 | 0.105 | 0.105 | 0.105 | 0.105 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/kamei_miduki                               |
|     1 | 0.106 | 0.106 |    0.106 | 0.106 | 0.106 | 0.106 | 0.106 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/kawabata_megumi                            |
|     4 | 0.029 | 0.107 |    0.216 | 0.054 | 0.029 | 0.031 | 0.049 |  0.032 |   1142.000 |   1327.000 |      4938.000 |   1234.500 | GET    | /profile/matsuo_miki                                |
|     1 | 0.108 | 0.108 |    0.108 | 0.108 | 0.108 | 0.108 | 0.108 |  0.000 |   1323.000 |   1323.000 |      1323.000 |   1323.000 | GET    | /profile/ishikawa_akira                             |
|     1 | 0.109 | 0.109 |    0.109 | 0.109 | 0.109 | 0.109 | 0.109 |  0.000 |   1327.000 |   1327.000 |      1327.000 |   1327.000 | GET    | /profile/koizumi_reina                              |
|     2 | 0.082 | 0.110 |    0.192 | 0.096 | 0.082 | 0.082 | 0.082 |  0.014 |   1101.000 |   1103.000 |      2204.000 |   1102.000 | GET    | /channel/3638                                       |
|     3 | 0.028 | 0.112 |    0.184 | 0.061 | 0.028 | 0.028 | 0.044 |  0.036 |   1110.000 |   1114.000 |      3338.000 |   1112.667 | GET    | /channel/3621                                       |
|     1 | 0.113 | 0.113 |    0.113 | 0.113 | 0.113 | 0.113 | 0.113 |  0.000 |   1324.000 |   1324.000 |      1324.000 |   1324.000 | GET    | /profile/kameyama_ryou                              |
|     2 | 0.047 | 0.114 |    0.161 | 0.081 | 0.047 | 0.047 | 0.047 |  0.034 |   1111.000 |   1112.000 |      2223.000 |   1111.500 | GET    | /channel/3651                                       |
|     1 | 0.114 | 0.114 |    0.114 | 0.114 | 0.114 | 0.114 | 0.114 |  0.000 |   1107.000 |   1107.000 |      1107.000 |   1107.000 | GET    | /channel/3699                                       |
|     1 | 0.115 | 0.115 |    0.115 | 0.115 | 0.115 | 0.115 | 0.115 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/yanagida_yoshino                           |
|     1 | 0.115 | 0.115 |    0.115 | 0.115 | 0.115 | 0.115 | 0.115 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/mizutani_ai                                |
|    12 | 0.084 | 0.116 |    0.405 | 0.034 | 0.000 | 0.002 | 0.084 |  0.038 |   1101.000 |   1101.000 |      7682.000 |    640.167 | GET    | /channel/1                                          |
|     1 | 0.117 | 0.117 |    0.117 | 0.117 | 0.117 | 0.117 | 0.117 |  0.000 |   1119.000 |   1119.000 |      1119.000 |   1119.000 | GET    | /channel/3615                                       |
